,time_index,values,outlier,series_id,outlier_2,good,sum
496,2018-05-12,31.427887,0,1,0,0,281
497,2018-05-13,29.857904,0,1,0,0,281
498,2018-05-14,33.66252,0,1,0,0,281
499,2018-05-15,34.74814,0,1,0,0,281
500,2018-05-16,34.481667,0,1,0,0,281
501,2018-05-17,33.34755,0,1,0,0,281
502,2018-05-18,37.20565,0,1,0,0,281
503,2018-05-19,35.793415,0,1,0,0,281
504,2018-05-20,37.810406,0,1,0,0,281
505,2018-05-21,43.124462,0,1,0,0,281
506,2018-05-22,43.577316,0,1,0,0,281
507,2018-05-23,41.769035,0,1,0,0,281
508,2018-05-24,39.72955,0,1,0,0,281
509,2018-05-25,36.688755,0,1,0,0,281
510,2018-05-26,33.917877,0,1,0,0,281
511,2018-05-27,28.508913,0,1,0,0,281
512,2018-05-28,30.793367,0,1,0,0,281
513,2018-05-29,31.405376,0,1,0,0,281
514,2018-05-30,37.525223,0,1,0,0,281
515,2018-05-31,35.559517,0,1,0,0,281
516,2018-06-01,34.381977,0,1,0,0,281
517,2018-06-02,29.98882,0,1,0,0,281
518,2018-06-03,34.07062,0,1,0,0,281
519,2018-06-04,47.9574,0,1,0,0,281
520,2018-06-05,47.548046,0,1,0,0,281
521,2018-06-06,42.73328,0,1,0,0,281
522,2018-06-07,40.87983,0,1,0,0,281
523,2018-06-08,42.25448,0,1,0,0,281
524,2018-06-09,36.150368,0,1,0,0,281
525,2018-06-10,34.252613,0,1,0,0,281
526,2018-06-11,38.536682,0,1,0,0,281
527,2018-06-12,40.254074,0,1,0,0,281
528,2018-06-13,42.651733,0,1,0,0,281
529,2018-06-14,41.972233,0,1,0,0,281
530,2018-06-15,37.230232,0,1,0,0,281
531,2018-06-16,29.742235,0,1,0,0,281
532,2018-06-17,28.64957,0,1,0,0,281
533,2018-06-18,31.855583,0,1,0,0,281
534,2018-06-19,34.118565,0,1,0,0,281
535,2018-06-20,32.50398,0,1,0,0,281
536,2018-06-21,36.060547,0,1,0,0,281
537,2018-06-22,36.974407,0,1,0,0,281
538,2018-06-23,37.755165,0,1,0,0,281
539,2018-06-24,41.415916,0,1,0,0,281
540,2018-06-25,43.86251,0,1,0,0,281
541,2018-06-26,42.362522,0,1,0,0,281
542,2018-06-27,43.62018,0,1,0,0,281
543,2018-06-28,39.472775,0,1,0,0,281
544,2018-06-29,37.333805,0,1,0,0,281
545,2018-06-30,30.373045,0,1,0,0,281
546,2018-07-01,31.988916,0,1,0,0,281
547,2018-07-02,35.875454,0,1,0,0,281
548,2018-07-03,34.314606,0,1,0,0,281
549,2018-07-04,33.64341,0,1,0,0,281
550,2018-07-05,37.80583,0,1,0,0,281
551,2018-07-06,39.55106,0,1,0,0,281
552,2018-07-07,33.37853,0,1,0,0,281
553,2018-07-08,36.609047,0,1,0,0,281
554,2018-07-09,43.0876,0,1,0,0,281
555,2018-07-10,41.121002,0,1,0,0,281
556,2018-07-11,35.258183,0,1,0,0,281
557,2018-07-12,33.67376,0,1,0,0,281
558,2018-07-13,37.19287,0,1,0,0,281
559,2018-07-14,36.188107,0,1,0,0,281
560,2018-07-15,37.140007,0,1,0,0,281
561,2018-07-16,45.377003,0,1,0,0,281
562,2018-07-17,51.94352,0,1,0,0,281
