time_index,values,outlier,series_id
2017-05-12,34.729256,0,1
2017-05-13,28.383945,0,1
2017-05-14,25.470642,0,1
2017-05-15,26.437164,0,1
2017-05-16,26.710592,0,1
2017-05-17,25.629326,0,1
2017-05-18,30.428896,0,1
2017-05-19,32.439213,0,1
2017-05-20,27.749693,0,1
2017-05-21,29.386133,0,1
2017-05-22,38.48748,0,1
2017-05-23,40.150555,0,1
2017-05-24,40.38061,0,1
2017-05-25,41.660885,0,1
2017-05-26,44.081196,0,1
2017-05-27,37.913887,0,1
2017-05-28,35.484543,0,1
2017-05-29,40.15691,0,1
2017-05-30,39.9642,0,1
2017-05-31,37.962902,0,1
2017-06-01,33.5025,0,1
2017-06-02,27.992573,0,1
2017-06-03,19.528128,0,1
2017-06-04,19.456438,0,1
2017-06-05,33.58256,0,1
2017-06-06,43.11585,0,1
2017-06-07,47.76152,0,1
2017-06-08,48.49607,0,1
2017-06-09,46.122684,0,1
2017-06-10,36.948364,0,1
2017-06-11,34.64641,0,1
2017-06-12,41.911217,0,1
2017-06-13,44.25005,0,1
2017-06-14,41.269802,0,1
2017-06-15,41.634968,0,1
2017-06-16,39.24603,0,1
2017-06-17,36.554264,0,1
2017-06-18,36.702675,0,1
2017-06-19,42.98521,0,1
2017-06-20,46.507736,0,1
2017-06-21,43.77335,0,1
2017-06-22,40.693356,0,1
2017-06-23,42.431244,0,1
2017-06-24,37.431084,0,1
2017-06-25,38.02266,0,1
2017-06-26,39.383846,0,1
2017-06-27,36.939976,0,1
2017-06-28,34.89145,0,1
2017-06-29,29.064959,0,1
2017-06-30,30.233452,0,1
2017-07-01,29.539576,0,1
2017-07-02,33.199818,0,1
2017-07-03,40.0001,0,1
2017-07-04,37.506405,0,1
2017-07-05,40.585247,0,1
2017-07-06,42.17914,0,1
2017-07-07,48.858364,0,1
2017-07-08,41.36078,0,1
2017-07-09,39.854416,0,1
2017-07-10,41.97723,0,1
2017-07-11,41.352528,0,1
2017-07-12,38.330704,0,1
2017-07-13,38.91096,0,1
2017-07-14,38.950047,0,1
2017-07-15,36.865322,0,1
2017-07-16,40.251984,0,1
2017-07-17,45.09102,0,1
2017-07-18,45.392693,0,1
2017-07-19,47.347538,0,1
2017-07-20,48.317505,0,1
2017-07-21,50.99644,0,1
2017-07-22,38.76572,0,1
2017-07-23,31.231083,0,1
2017-07-24,29.143288,0,1
2017-07-25,28.413046,0,1
2017-07-26,30.99456,0,1
2017-07-27,30.625906,0,1
2017-07-28,32.023396,0,1
2017-07-29,34.23597,0,1
2017-07-30,37.03151,0,1
2017-07-31,45.401608,0,1
2017-08-01,42.31491,0,1
2017-08-02,40.573696,0,1
2017-08-03,40.16986,0,1
2017-08-04,43.988346,0,1
2017-08-05,37.412067,0,1
2017-08-06,38.067596,0,1
2017-08-07,40.96039,0,1
2017-08-08,40.250233,0,1
2017-08-09,40.565975,0,1
2017-08-10,33.617958,0,1
2017-08-11,31.662142,0,1
2017-08-12,29.23023,0,1
2017-08-13,32.522106,0,1
2017-08-14,38.506542,0,1
2017-08-15,36.313377,0,1
2017-08-16,34.652225,0,1
2017-08-17,38.140903,0,1
2017-08-18,37.185352,0,1
2017-08-19,29.810556,0,1
2017-08-20,25.835384,0,1
2017-08-21,29.489151,0,1
2017-08-22,29.329565,0,1
2017-08-23,28.136082,0,1
2017-08-24,28.996159,0,1
2017-08-25,32.25216,0,1
2017-08-26,32.279297,0,1
2017-08-27,32.40845,0,1
2017-08-28,33.147186,0,1
2017-08-29,27.614399,0,1
2017-08-30,25.625599,0,1
2017-08-31,28.783142,0,1
2017-09-01,30.453947,0,1
2017-09-02,30.18428,0,1
2017-09-03,32.81332,0,1
2017-09-04,39.521008,0,1
2017-09-05,42.584396,0,1
2017-09-06,46.38844,0,1
2017-09-07,43.729286,0,1
2017-09-08,34.624493,0,1
2017-09-09,27.306305,0,1
2017-09-10,25.115147,0,1
2017-09-11,27.480198,0,1
2017-09-12,27.130278,0,1
2017-09-13,26.319042,0,1
2017-09-14,25.488401,0,1
2017-09-15,29.83804,0,1
2017-09-16,34.702988,0,1
2017-09-17,38.452065,0,1
2017-09-18,45.333084,0,1
2017-09-19,43.541958,0,1
2017-09-20,41.656452,0,1
2017-09-21,37.017406,0,1
2017-09-22,37.45317,0,1
2017-09-23,32.23362,0,1
2017-09-24,31.48909,0,1
2017-09-25,32.035267,0,1
2017-09-26,33.236835,0,1
2017-09-27,35.912117,0,1
2017-09-28,37.091103,0,1
2017-09-29,35.47249,0,1
2017-09-30,28.486029,0,1
2017-10-01,24.534685,0,1
2017-10-02,26.909433,0,1
2017-10-03,25.831259,0,1
2017-10-04,26.687263,0,1
2017-10-05,26.81613,0,1
2017-10-06,30.185781,0,1
2017-10-07,30.395159,0,1
2017-10-08,29.449898,0,1
2017-10-09,33.73074,0,1
2017-10-10,35.808243,0,1
2017-10-11,37.990376,0,1
2017-10-12,37.63235,0,1
2017-10-13,32.673203,0,1
2017-10-14,27.55717,0,1
2017-10-15,27.409595,0,1
2017-10-16,32.234715,0,1
2017-10-17,31.488535,0,1
2017-10-18,32.050613,0,1
2017-10-19,34.04883,0,1
2017-10-20,32.7705,0,1
2017-10-21,30.818884,0,1
2017-10-22,32.46387,0,1
2017-10-23,40.39886,0,1
2017-10-24,42.06299,0,1
2017-10-25,40.103214,0,1
2017-10-26,41.033318,0,1
2017-10-27,45.42887,0,1
2017-10-28,37.656693,0,1
2017-10-29,34.30831,0,1
2017-10-30,38.19302,0,1
2017-10-31,37.57234,0,1
2017-11-01,36.41939,0,1
2017-11-02,33.86294,0,1
2017-11-03,30.285538,0,1
2017-11-04,28.708496,0,1
2017-11-05,30.440538,0,1
2017-11-06,35.858852,0,1
2017-11-07,36.13292,0,1
2017-11-08,36.077465,0,1
2017-11-09,30.233412,0,1
2017-11-10,33.050323,0,1
2017-11-11,30.61243,0,1
2017-11-12,29.088587,0,1
2017-11-13,33.061703,0,1
2017-11-14,33.74662,0,1
2017-11-15,34.31407,0,1
2017-11-16,30.458126,0,1
2017-11-17,30.809696,0,1
2017-11-18,31.686207,0,1
2017-11-19,36.46841,0,1
2017-11-20,40.395294,0,1
2017-11-21,39.305588,0,1
2017-11-22,36.013348,0,1
2017-11-23,39.54199,0,1
2017-11-24,40.066833,0,1
2017-11-25,34.99307,0,1
2017-11-26,35.467976,0,1
2017-11-27,42.72017,0,1
2017-11-28,42.84855,0,1
2017-11-29,44.576332,0,1
2017-11-30,44.631485,0,1
2017-12-01,47.457367,0,1
2017-12-02,41.11565,0,1
2017-12-03,37.773087,0,1
2017-12-04,44.387604,0,1
2017-12-05,39.769695,0,1
2017-12-06,36.578716,0,1
2017-12-07,31.761286,0,1
2017-12-08,31.197584,0,1
2017-12-09,26.77544,0,1
2017-12-10,30.333534,0,1
2017-12-11,36.861378,0,1
2017-12-12,38.660355,0,1
2017-12-13,40.815205,0,1
2017-12-14,40.52551,0,1
2017-12-15,41.189976,0,1
2017-12-16,38.48518,0,1
2017-12-17,43.2711,0,1
2017-12-18,51.838707,0,1
2017-12-19,45.884068,0,1
2017-12-20,39.558376,0,1
2017-12-21,34.17551,0,1
2017-12-22,31.20008,0,1
2017-12-23,26.875906,0,1
2017-12-24,32.659065,0,1
2017-12-25,36.954952,0,1
2017-12-26,36.382114,0,1
2017-12-27,32.537483,0,1
2017-12-28,33.647575,0,1
2017-12-29,36.735992,0,1
2017-12-30,38.307247,0,1
2017-12-31,40.55689,0,1
2018-01-01,45.308556,0,1
2018-01-02,41.994724,0,1
2018-01-03,34.078007,0,1
2018-01-04,28.612175,0,1
2018-01-05,26.160192,0,1
2018-01-06,22.111261,0,1
2018-01-07,25.653059,0,1
2018-01-08,35.41657,0,1
2018-01-09,38.485443,0,1
2018-01-10,37.99652,0,1
2018-01-11,35.68792,0,1
2018-01-12,33.254463,0,1
2018-01-13,28.447016,0,1
2018-01-14,29.397396,0,1
2018-01-15,36.876747,0,1
2018-01-16,36.7952,0,1
2018-01-17,38.636253,0,1
2018-01-18,42.737473,0,1
2018-01-19,40.29884,0,1
2018-01-20,28.782444,0,1
2018-01-21,25.530031,0,1
2018-01-22,32.907352,0,1
2018-01-23,35.998714,0,1
2018-01-24,39.006626,0,1
2018-01-25,42.111637,0,1
2018-01-26,48.161915,0,1
2018-01-27,44.382797,0,1
2018-01-28,40.516895,0,1
2018-01-29,40.608074,0,1
2018-01-30,40.847008,0,1
2018-01-31,42.610943,0,1
2018-02-01,42.570393,0,1
2018-02-02,35.572918,0,1
2018-02-03,31.899618,0,1
2018-02-04,33.834644,0,1
2018-02-05,40.51545,0,1
2018-02-06,41.82957,0,1
2018-02-07,39.38799,0,1
2018-02-08,37.86294,0,1
2018-02-09,36.242393,0,1
2018-02-10,30.510506,0,1
2018-02-11,26.798141,0,1
2018-02-12,34.645447,0,1
2018-02-13,35.925194,0,1
2018-02-14,36.059265,0,1
2018-02-15,29.629263,0,1
2018-02-16,26.448586,0,1
2018-02-17,25.873377,0,1
2018-02-18,29.704775,0,1
2018-02-19,36.664017,0,1
2018-02-20,42.980686,0,1
2018-02-21,43.99516,0,1
2018-02-22,42.978638,0,1
2018-02-23,37.968605,0,1
2018-02-24,30.544369,0,1
2018-02-25,25.636282,0,1
2018-02-26,30.45833,0,1
2018-02-27,29.84319,0,1
2018-02-28,30.571447,0,1
2018-03-01,31.57473,0,1
2018-03-02,36.807327,0,1
2018-03-03,34.152554,0,1
2018-03-04,34.77252,0,1
2018-03-05,37.91366,0,1
2018-03-06,35.384598,0,1
2018-03-07,37.012142,0,1
2018-03-08,37.64555,0,1
2018-03-09,38.010334,0,1
2018-03-10,32.70736,0,1
2018-03-11,29.56453,0,1
2018-03-12,37.2046,0,1
2018-03-13,37.959667,0,1
2018-03-14,37.86444,0,1
2018-03-15,35.597725,0,1
2018-03-16,38.18563,0,1
2018-03-17,37.124973,0,1
2018-03-18,36.03971,0,1
2018-03-19,39.772575,0,1
2018-03-20,39.263763,0,1
2018-03-21,36.99783,0,1
2018-03-22,39.367107,0,1
2018-03-23,36.96615,0,1
2018-03-24,29.740988,0,1
2018-03-25,27.424719,0,1
2018-03-26,34.75086,0,1
2018-03-27,38.43513,0,1
2018-03-28,36.408867,0,1
2018-03-29,34.552525,0,1
2018-03-30,39.190857,0,1
2018-03-31,35.34495,0,1
2018-04-01,31.230104,0,1
2018-04-02,32.2109,0,1
2018-04-03,26.273552,0,1
2018-04-04,26.733852,0,1
2018-04-05,28.53964,0,1
2018-04-06,31.98109,0,1
2018-04-07,26.471973,0,1
2018-04-08,25.224445,0,1
2018-04-09,28.865515,0,1
2018-04-10,31.94358,0,1
2018-04-11,36.57061,0,1
2018-04-12,40.584385,0,1
2018-04-13,43.51222,0,1
2018-04-14,38.21467,0,1
2018-04-15,37.728558,0,1
2018-04-16,40.63563,0,1
2018-04-17,34.843647,0,1
2018-04-18,30.157423,0,1
2018-04-19,31.410583,0,1
2018-04-20,31.765484,0,1
2018-04-21,28.991594,0,1
2018-04-22,27.35993,0,1
2018-04-23,35.470383,0,1
2018-04-24,38.22653,0,1
2018-04-25,40.60738,0,1
2018-04-26,42.51486,0,1
2018-04-27,42.93498,0,1
2018-04-28,35.8369,0,1
2018-04-29,32.994843,0,1
2018-04-30,39.37474,0,1
2018-05-01,42.4732,0,1
2018-05-02,42.331867,0,1
2018-05-03,42.348648,0,1
2018-05-04,42.462208,0,1
2018-05-05,35.050873,0,1
2018-05-06,35.473614,0,1
2018-05-07,39.422234,0,1
2018-05-08,40.64316,0,1
2018-05-09,39.36181,0,1
2018-05-10,39.681324,0,1
2018-05-11,38.596767,0,1
2018-05-12,31.427887,0,1
2018-05-13,29.857904,0,1
2018-05-14,33.66252,0,1
2018-05-15,34.74814,0,1
2018-05-16,34.481667,0,1
2018-05-17,33.34755,0,1
2018-05-18,37.20565,0,1
2018-05-19,35.793415,0,1
2018-05-20,37.810406,0,1
2018-05-21,43.124462,0,1
2018-05-22,43.577316,0,1
2018-05-23,41.769035,0,1
2018-05-24,39.72955,0,1
2018-05-25,36.688755,0,1
2018-05-26,33.917877,0,1
2018-05-27,28.508913,0,1
2018-05-28,30.793367,0,1
2018-05-29,31.405376,0,1
2018-05-30,37.525223,0,1
2018-05-31,35.559517,0,1
2018-06-01,34.381977,0,1
2018-06-02,29.98882,0,1
2018-06-03,34.07062,0,1
2018-06-04,47.9574,0,1
2018-06-05,47.548046,0,1
2018-06-06,42.73328,0,1
2018-06-07,40.87983,0,1
2018-06-08,42.25448,0,1
2018-06-09,36.150368,0,1
2018-06-10,34.252613,0,1
2018-06-11,38.536682,0,1
2018-06-12,40.254074,0,1
2018-06-13,42.651733,0,1
2018-06-14,41.972233,0,1
2018-06-15,37.230232,0,1
2018-06-16,29.742235,0,1
2018-06-17,28.64957,0,1
2018-06-18,31.855583,0,1
2018-06-19,34.118565,0,1
2018-06-20,32.50398,0,1
2018-06-21,36.060547,0,1
2018-06-22,36.974407,0,1
2018-06-23,37.755165,0,1
2018-06-24,41.415916,0,1
2018-06-25,43.86251,0,1
2018-06-26,42.362522,0,1
2018-06-27,43.62018,0,1
2018-06-28,39.472775,0,1
2018-06-29,37.333805,0,1
2018-06-30,30.373045,0,1
2018-07-01,31.988916,0,1
2018-07-02,35.875454,0,1
2018-07-03,34.314606,0,1
2018-07-04,33.64341,0,1
2018-07-05,37.80583,0,1
2018-07-06,39.55106,0,1
2018-07-07,33.37853,0,1
2018-07-08,36.609047,0,1
2018-07-09,43.0876,0,1
2018-07-10,41.121002,0,1
2018-07-11,35.258183,0,1
2018-07-12,33.67376,0,1
2018-07-13,37.19287,0,1
2018-07-14,36.188107,0,1
2018-07-15,37.140007,0,1
2018-07-16,45.377003,0,1
2018-07-17,51.94352,0,1
2018-07-18,51.717693,0,1
2018-07-19,49.6781,0,1
2018-07-20,46.037724,0,1
2018-07-21,43.11578,0,1
2018-07-22,38.584442,0,1
2018-07-23,42.18131,0,1
2018-07-24,44.68178,0,1
2018-07-25,46.193756,0,1
2018-07-26,43.047443,0,1
2018-07-27,40.076084,0,1
2018-07-28,33.90031,0,1
2018-07-29,34.922752,0,1
2018-07-30,38.827663,0,1
2018-07-31,41.737984,0,1
2018-08-01,41.570423,0,1
2018-08-02,42.768887,0,1
2018-08-03,40.01008,0,1
2018-08-04,35.04562,0,1
2018-08-05,34.918877,0,1
2018-08-06,41.77973,0,1
2018-08-07,43.521263,0,1
2018-08-08,40.588516,0,1
2018-08-09,38.353607,0,1
2018-08-10,37.973843,0,1
2018-08-11,30.635975,0,1
2018-08-12,28.92853,0,1
2018-08-13,36.705116,0,1
2018-08-14,39.087204,0,1
2018-08-15,40.884254,0,1
2018-08-16,42.385586,0,1
2018-08-17,44.4274,0,1
2018-08-18,42.09024,0,1
2018-08-19,46.11537,0,1
2018-08-20,52.185566,0,1
2018-08-21,44.52257,0,1
2018-08-22,39.206768,0,1
2018-08-23,34.899303,0,1
2018-08-24,40.27643,0,1
2018-08-25,41.020836,0,1
2018-08-26,38.623188,0,1
2018-08-27,37.033546,0,1
2018-08-28,32.802692,0,1
2018-08-29,32.586388,0,1
2018-08-30,31.952944,0,1
2018-08-31,30.766945,0,1
2018-09-01,28.266659,0,1
2018-09-02,31.385475,0,1
2018-09-03,40.468636,0,1
2018-09-04,39.723892,0,1
2018-09-05,33.961536,0,1
2018-09-06,30.334778,0,1
2018-09-07,30.65782,0,1
2018-09-08,28.27952,0,1
2018-09-09,27.153704,0,1
2018-09-10,34.215916,0,1
2018-09-11,29.677336,0,1
2018-09-12,28.275639,0,1
2018-09-13,30.478642,0,1
2018-09-14,36.78487,0,1
2018-09-15,35.475384,0,1
2018-09-16,35.180893,0,1
2018-09-17,35.674633,0,1
2018-09-18,36.484215,0,1
2018-09-19,33.81679,0,1
2018-09-20,36.827187,0,1
2018-09-21,38.394222,0,1
2018-09-22,40.811024,0,1
2018-09-23,42.082485,0,1
2018-09-24,45.156498,0,1
2018-09-25,43.42032,0,1
2018-09-26,41.663445,0,1
2018-09-27,39.68528,0,1
2018-09-28,37.09844,0,1
2018-09-29,29.670921,0,1
2018-09-30,29.923635,0,1
2018-10-01,35.73876,0,1
2018-10-02,36.13285,0,1
2018-10-03,35.24635,0,1
2018-10-04,36.087543,0,1
2018-10-05,33.524914,0,1
2018-10-06,27.877262,0,1
2018-10-07,30.283007,0,1
2018-10-08,38.340637,0,1
2018-10-09,46.735924,0,1
2018-10-10,47.322838,0,1
2018-10-11,42.771584,0,1
2018-10-12,37.034306,0,1
2018-10-13,34.014256,0,1
2018-10-14,30.602615,0,1
2018-10-15,34.744545,0,1
2018-10-16,33.968765,0,1
2018-10-17,34.33344,0,1
2018-10-18,30.876076,0,1
2018-10-19,26.932388,0,1
2018-10-20,23.495651,0,1
2018-10-21,29.262003,0,1
2018-10-22,37.220272,0,1
2018-10-23,39.352066,0,1
2018-10-24,41.32086,0,1
2018-10-25,40.100147,0,1
2018-10-26,35.506134,0,1
2018-10-27,30.235258,0,1
2018-10-28,33.15237,0,1
2018-10-29,38.633327,0,1
2018-10-30,39.515007,0,1
2018-10-31,35.341343,0,1
2018-11-01,32.683857,0,1
2018-11-02,33.812122,0,1
2018-11-03,32.169594,0,1
2018-11-04,37.670033,0,1
2018-11-05,43.70962,0,1
2018-11-06,43.342083,0,1
2018-11-07,47.926918,0,1
2018-11-08,45.45114,0,1
2018-11-09,44.10915,0,1
2018-11-10,35.582527,0,1
2018-11-11,30.80798,0,1
2018-11-12,31.76325,0,1
2018-11-13,35.414646,0,1
2018-11-14,36.94482,0,1
2018-11-15,34.784073,0,1
2018-11-16,37.492443,0,1
2018-11-17,36.780514,0,1
2018-11-18,37.353516,0,1
2018-11-19,43.583862,0,1
2018-11-20,38.92888,0,1
2018-11-21,36.086304,0,1
2018-11-22,34.723038,0,1
2018-11-23,37.88254,0,1
2018-11-24,34.73973,0,1
2018-11-25,33.405952,0,1
2018-11-26,36.52386,0,1
2018-11-27,38.082047,0,1
2018-11-28,36.283527,0,1
2018-11-29,36.006363,0,1
2018-11-30,36.515377,0,1
2018-12-01,34.83015,0,1
2018-12-02,35.97776,0,1
2018-12-03,41.572163,0,1
2018-12-04,43.248383,0,1
2018-12-05,43.77232,0,1
2018-12-06,40.883644,0,1
2018-12-07,35.95467,0,1
2018-12-08,33.434296,0,1
2018-12-09,34.18147,0,1
2018-12-10,36.60639,0,1
2018-12-11,34.596905,0,1
2018-12-12,36.59672,0,1
2018-12-13,41.777508,0,1
2018-12-14,39.511086,0,1
2018-12-15,34.96232,0,1
2018-12-16,36.385788,0,1
2018-12-17,44.33945,0,1
2018-12-18,42.421535,0,1
2018-12-19,43.35032,0,1
2018-12-20,42.88076,0,1
2018-12-21,45.171936,0,1
2018-12-22,41.37628,0,1
2018-12-23,40.120132,0,1
2018-12-24,40.724808,0,1
2018-12-25,33.00977,0,1
2018-12-26,30.32796,0,1
2018-12-27,29.485815,0,1
2018-12-28,36.238373,0,1
2018-12-29,33.886818,0,1
2018-12-30,32.61777,0,1
2018-12-31,39.623062,0,1
2019-01-01,41.9645,0,1
2019-01-02,44.661613,0,1
2019-01-03,42.27239,0,1
2019-01-04,43.03211,0,1
2019-01-05,36.97106,0,1
2019-01-06,37.78096,0,1
2019-01-07,36.751015,0,1
2019-01-08,32.81189,0,1
2019-01-09,32.57461,0,1
2019-01-10,35.995663,0,1
2019-01-11,35.39946,0,1
2019-01-12,28.475101,0,1
2019-01-13,29.733751,0,1
2019-01-14,34.75457,0,1
2019-01-15,36.944187,0,1
2019-01-16,35.802734,0,1
2019-01-17,36.92169,0,1
2019-01-18,37.575294,0,1
2019-01-19,32.777252,0,1
2019-01-20,35.813633,0,1
2019-01-21,41.589314,0,1
2019-01-22,42.43889,0,1
2019-01-23,40.66129,0,1
2019-01-24,40.70448,0,1
2019-01-25,43.74978,0,1
2019-01-26,42.142654,0,1
2019-01-27,38.24942,0,1
2019-01-28,42.182205,0,1
2019-01-29,41.24952,0,1
2019-01-30,43.508423,0,1
2019-01-31,42.389915,0,1
2019-02-01,42.184364,0,1
2019-02-02,31.859537,0,1
2019-02-03,31.795166,0,1
2019-02-04,36.58136,0,1
2019-02-05,40.21868,0,1
2019-02-06,39.47938,0,1
2019-02-07,38.333797,0,1
2019-02-08,33.808662,0,1
2019-02-09,31.89573,0,1
2019-02-10,36.418472,0,1
2019-02-11,43.24974,0,1
2019-02-12,43.685555,0,1
2019-02-13,39.013466,0,1
2019-02-14,37.644493,0,1
2019-02-15,34.346226,0,1
2019-02-16,29.622845,0,1
2019-02-17,28.424208,0,1
2019-02-18,33.65958,0,1
2019-02-19,30.732058,0,1
2019-02-20,32.341434,0,1
2019-02-21,35.94723,0,1
2019-02-22,39.688892,0,1
2019-02-23,35.032207,0,1
2019-02-24,32.834587,0,1
2019-02-25,32.271194,0,1
2019-02-26,27.076754,0,1
2019-02-27,26.461355,0,1
2019-02-28,25.309277,0,1
2019-03-01,28.377121,0,1
2019-03-02,28.039536,0,1
2019-03-03,27.24469,0,1
2019-03-04,29.682323,0,1
2019-03-05,28.09175,0,1
2019-03-06,36.356644,0,1
2019-03-07,37.61952,0,1
2019-03-08,44.57919,0,1
2019-03-09,41.173176,0,1
2019-03-10,44.704865,0,1
2019-03-11,47.25762,0,1
2019-03-12,44.70122,0,1
2019-03-13,43.311234,0,1
2019-03-14,38.207928,0,1
2019-03-15,36.023018,0,1
2019-03-16,34.463444,0,1
2019-03-17,35.22244,0,1
2019-03-18,39.40543,0,1
2019-03-19,36.915043,0,1
2019-03-20,40.19702,0,1
2019-03-21,41.805855,0,1
2019-03-22,48.151833,0,1
2019-03-23,45.743645,0,1
2019-03-24,46.38243,0,1
2019-03-25,49.495403,0,1
2019-03-26,44.784897,0,1
2019-03-27,43.640415,0,1
2019-03-28,43.146458,0,1
2019-03-29,40.739616,0,1
2019-03-30,32.125786,0,1
2019-03-31,28.385267,0,1
2019-04-01,30.06486,0,1
2019-04-02,34.178215,0,1
2019-04-03,37.49331,0,1
2019-04-04,43.232437,0,1
2019-04-05,43.028915,0,1
2019-04-06,37.953693,0,1
2019-04-07,29.718496,0,1
2019-04-08,32.63848,0,1
2019-04-09,33.07175,0,1
2019-04-10,34.547256,0,1
2019-04-11,28.683426,0,1
2019-04-12,30.889378,0,1
2019-04-13,31.238293,0,1
2019-04-14,37.0932,0,1
2019-04-15,37.33398,0,1
2019-04-16,33.724644,0,1
2019-04-17,29.938942,0,1
2019-04-18,33.479652,0,1
2019-04-19,38.66477,0,1
2019-04-20,34.847687,0,1
2019-04-21,38.399315,0,1
2019-04-22,39.428535,0,1
2019-04-23,34.18666,0,1
2019-04-24,35.046494,0,1
2019-04-25,41.098553,0,1
2019-04-26,45.071854,0,1
2019-04-27,36.010174,0,1
2019-04-28,32.52541,0,1
2019-04-29,32.774055,0,1
2019-04-30,36.76047,0,1
2019-05-01,42.68886,0,1
2019-05-02,48.824547,0,1
2019-05-03,50.711613,0,1
2019-05-04,43.119728,0,1
2019-05-05,40.85106,0,1
2019-05-06,44.607357,0,1
2019-05-07,44.664696,0,1
2019-05-08,43.539814,0,1
2019-05-09,38.11546,0,1
2019-05-10,33.802757,0,1
2019-05-11,28.67772,0,1
2019-05-12,29.955814,0,1
2019-05-13,39.347546,0,1
2019-05-14,38.620407,0,1
2019-05-15,38.48042,0,1
2019-05-16,37.39018,0,1
2019-05-17,42.752037,0,1
2019-05-18,42.347794,0,1
2019-05-19,44.586193,0,1
2019-05-20,48.5908,0,1
2019-05-21,45.557045,0,1
2019-05-22,41.15805,0,1
2019-05-23,40.644855,0,1
